FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
4016,4016,18,0,"Bread, rice bran, gluten free, toasted","Pain, son de riz, sans gluten, grillé",1995-01-01,,18384,
4017,4017,18,0,"Bread, wheat germ, toasted","Pain, germe de blé, grillé",1995-01-01,,18385,
4018,4018,18,0,"Muffin, blueberry, toaster-type, toasted","Muffin, bleuets, type grille-pain, grillé",1995-01-01,,18386,
4020,4020,18,0,"Muffin, wheat bran, toaster-type, with raisins, toasted","Muffin, son de blé, type grille-pain, avec raisins secs, grillé",1995-01-01,,18388,
4022,4022,18,0,"Pancake, buttermilk, homemade","Crêpe, babeurre, faite maison",1995-01-01,,18390,
4028,4028,18,0,"Roll, dinner, plain, homemade, with 2% milk","Pain mollet, petit, nature, faite maison, avec lait 2%",1995-01-01,,18396,
4031,4031,18,0,"Pie crust, cookie-type, graham cracker, homemade, chilled","Croûte de tarte, type biscuit, graham, faite maison, réfrigérée",1995-01-01,,18399,
4032,4032,18,0,"Cracker, matzo, egg and onion","Craquelin, matzo, oeuf et oignon",1995-01-01,,18400,
4033,4033,18,0,"Pie crust, cookie-type, vanilla wafer, homemade, chilled","Croûte de tarte, type biscuit, vanille, faite maison, réfrigérée",1995-01-01,,18401,
4034,4034,18,0,"Pie crust, standard type, homemade, unbaked","Croûte de tarte, type ordinaire, faite maison, non cuite",1995-01-01,,18402,
4035,4035,18,0,"Waffle, plain, frozen, ready-to-heat, toasted","Gaufre, nature, congelée, prête à cuire, grillée",1995-01-01,,18403,
4036,4036,18,38,"Bread, white, commercial, reduced sodium","Pain, blanc, commercial, réduit en sodium",1995-01-01,,18416,
4037,4037,18,0,"Cookie, ladyfinger (without lemon juice or peel)","Biscuit, doigt de dame (sans jus or zeste de citron)",1995-01-01,,18423,
4038,4038,18,0,"Cracker, melba toast, plain, unsalted","Craquelin, toast melba, nature, sans sel",1995-01-01,,18424,
4039,4039,18,0,"Cracker, saltine (also oyster, soda, soup), low sodium","Craquelin, salé (aussi huîtres, soda, soupe), faible en sodium",1995-01-01,,18425,
4040,4040,18,0,"Cracker, saltine (also oyster, soda, soup), unsalted top","Craquelin, salé, (aussi huîtres, soda, soupe), non saupoudrés de sel",1995-01-01,,18426,
4041,4041,18,0,"Cracker, standard snack type, low sodium","Craquelin, type collation, faible en sodium",1995-01-01,,18427,
4042,4042,18,0,"Cracker, wheat, low sodium","Craquelin, blé, faible en sodium",1995-01-01,,18428,
4043,4043,18,0,"Cracker, whole wheat, low sodium","Craquelin, blé entier, faible en sodium",1995-01-01,,18429,
4044,4044,18,38,"Bread, white, commercial, toasted, reduced sodium","Pain, blanc, commercial, grillé, réduit en sodium",1995-01-01,,18432,
4045,4045,18,0,"Pie, fried, cherry","Tarte, chausson, cerises",1995-01-01,,18444,
4046,4046,18,0,"Pie, fried, lemon","Tarte, chausson, citron",1995-01-01,,18445,
4047,4047,18,0,"Taco shell, baked, unsalted","Coquiulle à taco, cuite, sans sel",1995-01-01,,18448,
4048,4048,18,0,"Tortilla, ready-to-bake / fry, corn, unsalted","Tortilla, prêt-à-cuire /frire, maïs, sans sel",1995-01-01,,18449,
4049,4049,18,0,"Tortilla, ready-to-bake / fry, flour","Tortilla, prêt-à-cuire /frire, farine",1995-01-01,,18450,
4051,4051,18,0,"Cookie, oatmeal (with raisins), commercial, less than 5g fat/serving","Biscuit, avoine, (avec raisins secs), commercial, moins de 5g gras/portion",1995-01-01,,,
4052,4052,18,0,"Cracker, saltine (also oyster, soda, soup), low fat and sodium","Craquelin, salé (aussi huîtres, soda, soupe), faible en gras et sodium",1995-01-01,,18457,
4053,4053,18,1,"Coffee cake, cream filled, with chocolate icing (frosting)","Gâteau café, fourré à la crème, avec glaçage chocolat",1995-01-01,,18105,
4054,4054,18,1,"Doughnut (donut), cake-type, chocolate, sugared or glazed","Beigne, type gâteau, chocolat, enrobé de sucre ou givré",1995-01-01,,18251,
4055,4055,18,1,"Pie, blueberry, commercial, 2 crust","Tarte, bleuets, commerciale, 2 croûtes",1995-01-01,,18305,
4056,4056,18,1,"Pie, cherry, commercial, 2 crust","Tarte, cerises, commerciale, 2 croûtes",1995-01-01,,18308,
4057,4057,18,1,"Pie, peach, 2 crust","Tarte, pêche, 2 croûtes",1995-01-01,,18323,
4058,4058,18,1,"Pie, pumpkin, commercial","Tarte, citrouille, commerciale",1995-01-01,,18326,
4059,4059,18,1,"Sweet roll, cheese","Brioche, fromage",1995-01-01,,18355,
4060,4060,18,1,"Bread crumbs, dry, grated, seasoned","Pain, chapelure, séché, émiettée, assaisonnée",1995-01-01,,18376,
4061,4061,18,3,"Biscuit, plain/buttermilk, frozen, baked","Biscuit, poudre à pâte, nature/babeurre, congelé, cuit",1995-01-01,,18009,
4063,4063,18,0,"Bread, French or Vienna (also sourdough)","Pain, français ou viennois (aussi levain)",1995-01-01,,18029,
4065,4065,18,38,"Bread, rye","Pain, seigle",1995-01-01,,18060,
4066,4066,18,38,"Bread, white, commercial","Pain, blanc, commercial",1995-01-01,,18069,
4067,4067,18,38,"Bread, whole wheat, commercial","Pain, blé entier, commercial",1995-01-01,,18075,
4068,4068,18,38,"Bread, whole wheat, commercial, toasted","Pain, blé entier, commercial, grillé",1995-01-01,,18076,
4069,4069,18,0,"Bread crumbs, dry, grated, plain","Pain, chapelure, séchée, émiettée, nature",1995-01-01,,18079,
4070,4070,18,0,"Bread stuffing, dry mix, unprepared","Pain, préparation pour farce, mélange sec, non préparé",1995-01-01,,18081,
4071,4071,18,3,"Cracker, melba toast, plain","Craquelin, toast melba, nature",1995-01-01,,18220,
4072,4072,18,3,"Cracker, standard snack-type","Craquelin, type collation",1995-01-01,,18229,
4073,4073,18,3,"Roll, dinner, plain (also brown and serve), commercial","Pain mollet, petit, nature (aussi semi cuit), commercial",1995-01-01,,18342,
4075,4075,18,23,"Pie, beef, commercial","Pâté, de boeuf, commercial",1996-01-01,,,
4076,4076,18,23,"Pie, pork, commercial","Pâté, au porc, commercial",1996-01-01,,,
4077,4077,18,23,"Pie, chicken, commercial","Pâté, au poulet, commercial",1996-01-01,,,
4078,4078,18,23,"Pie, turkey, commercial","Pâté, à la dinde, commercial",1996-01-01,,,
4079,4079,18,23,"Pie, steak, commercial","Pâté, au bifteck, commercial",1996-01-01,,,
4080,4080,18,23,"Pie, tourtiere, commercial","Pâté, tourtière, commercial",1996-01-01,,,
4081,4081,18,24,"Cake, date square (matrimonial cake), homemade","Gâteau, carré aux dattes, fait maison",1996-01-01,,,
4082,4082,18,36,Bannock,Bannock,1981-01-01,,,
4083,4083,18,20,"Cracker, barge pilot biscuit","Craquelin, biscuit pilote de peniche",1981-01-01,,,
4085,4085,18,20,"Shake and bake, dry","Shake and bake, sec",1981-01-01,,,
4086,4086,25,0,"Snacks, beef jerky, chopped and formed","Grignotises, jerky de boeuf, haché et formé",1994-01-01,,19002,
4087,4087,25,0,"Snacks, corn-based, extruded, chips, plain","Grignotises, base de maïs, extrudé, croustilles, nature",1994-01-01,,19003,
4088,4088,25,0,"Snacks, corn-based, extruded, chips, barbecue","Grignotises, base de maïs, extrudé, croustilles, barbecue",1994-01-01,,19004,
4089,4089,25,0,"Snacks, corn-based, extruded, cones, plain","Grignotises, base de maïs, extrudé, cornets, nature",1994-01-01,,19005,
4091,4091,25,0,"Snacks, corn-based, extruded, onion","Grignotises, base de maïs, extrudé, oignon",1994-01-01,,19007,
4092,4092,25,0,"Snacks, corn-based, extruded, puffs or twists, cheese","Grignotises, base de maïs, extrudé, bouchées, fromage",1994-01-01,,19008,
4093,4093,25,0,"Snacks, corn nuts, plain","Grignotises, grignotises de maïs (corn nuts), nature",1994-01-01,,19009,
4094,4094,25,0,"Snacks, crisped rice bar, chocolate chip","Grignotises, tablette de riz croustillant, grains de chocolat",1994-01-01,,19010,
4095,4095,25,30,"Snacks, fruit leather, bar","Grignotises, pâte de fruits déshydratée, tablette",1994-01-01,,,
4096,4096,25,6,"Snacks, fruit leather, pieces","Grignotises, pâte de fruits déshydratée, bouchées",1994-01-01,,19013,
4097,4097,25,4,"Snacks, fruit leather, roll","Grignotises, pâte de fruits déshydratée, rouleau",1994-01-01,,19014,
4108,4108,25,0,"Snacks, oriental mix, rice-based","Grignotises, mélange oriental, base de riz",1994-01-01,,19031,
4110,4110,25,0,"Snacks, popcorn, air-popped","Grignotises, maïs soufflé à l'air",1994-01-01,,19034,
4111,4111,25,0,"Snacks, popcorn, oil-popped, microwave, regular flavour, no trans fat","Grignotises, maïs soufflé à l'huile au four à micro-ondes, saveur régulière, sans gras trans",1994-01-01,,19035,
4112,4112,25,0,"Snacks, popcorn, cakes","Grignotises, maïs soufflé, galettes",1994-01-01,,19036,
4113,4113,25,0,"Snacks, popcorn, caramel-coated, with peanuts","Grignotises, maïs soufflé, enrobage de caramel, avec arachides",1994-01-01,,19038,
4114,4114,25,0,"Snacks, popcorn, caramel-coated, without peanuts","Grignotises, maïs soufflé, enrobage de caramel, sans arachides",1994-01-01,,19039,
4115,4115,25,0,"Snacks, popcorn, cheese flavour","Grignotises, maïs soufflé, saveur de fromage",1994-01-01,,19040,
4116,4116,25,0,"Snacks, pork skins, plain","Grignotises, croustilles de porc, nature",1994-01-01,,19041,
4117,4117,25,0,"Snacks, potato chips, barbecue flavour","Grignotises, croustilles de pommes de terre, saveur de barbecue",1994-01-01,,19042,
4118,4118,25,0,"Snacks, potato chips, sour cream and onion","Grignotises, croustilles de pommes de terre, crème sure et oignon",1994-01-01,,19043,
4119,4119,25,0,"Snacks, potato chips, dried potatoes, light","Grignotises, croustilles, pommes de terre séchées, légères",1994-01-01,,19045,
4120,4120,25,0,"Snacks, potato chips, dried potatoes, sour cream and onion","Grignotises, croustilles, pommes de terre séchées, crème sure et oignon",1994-01-01,,19046,
4123,4123,25,0,"Snacks, pretzels, hard, whole-wheat, including both salted and unsalted","Grignotises, bretzels, durs, blé entier, incluant salés et non salés",1994-01-01,,19050,
4124,4124,25,0,"Snacks, rice cakes, brown rice, plain","Grignotises, galettes de riz brun, nature",1994-01-01,,19051,
4125,4125,25,0,"Snacks, rice cakes, brown rice, buckwheat","Grignotises, galettes de riz brun, sarrasin",1994-01-01,,19052,
4126,4126,25,0,"Snacks, rice cakes, brown rice, sesame seed","Grignotises, galettes de riz brun, graines de sésame",1992-01-01,,19053,
4127,4127,25,0,"Snacks, tortilla chips, plain","Grignotises, croustilles, tortilla, nature",1994-01-01,,19056,
4128,4128,25,0,"Snacks, tortilla chips, nacho","Grignotises, croustilles, tortilla, nacho",1994-01-01,,19057,
4129,4129,25,0,"Snacks, tortilla chips, ranch","Grignotises, croustilles, tortilla, ranch",1994-01-01,,19058,
4130,4130,25,0,"Snacks, trail mix, regular","Grignotises, mélange montagnard, régulier",1994-01-01,,19059,
4132,4132,25,0,"Snacks, trail mix, tropical","Grignotises, mélange montagnard, tropical",1994-01-01,,19061,
4133,4133,25,0,"Snacks, trail mix, regular,  with chocolate chips, salted nuts and seeds","Grignotises, mélange montagnard, régulier avec grains de chocolat, noix et graines salées",1994-01-01,,19062,
4134,4134,25,0,"Snacks, tortilla chips, taco","Grignotises, croustilles, tortilla, taco",1994-01-01,,19063,
4135,4135,19,0,"Candies, bars, Almond Joy","Bonbons, tablettes, Almond Joy",1995-01-01,,19065,
4136,4136,19,0,"Candies, bars, Alpine White bar with almonds","Bonbons, tablettes, Alpine White avec amandes",1995-01-01,,19066,
4137,4137,19,0,"Candies, bars, Bit-O-Honey candy chews","Bonbons, tablettes, Bit-O-Honey candy chews",1995-01-01,,19068,
4138,4138,19,0,"Candies, bars, Butterfinger","Bonbons, tablettes, Butterfinger",1994-01-01,,19069,
4139,4139,19,0,"Candies, butterscotch","Bonbons, caramel écossais",1994-01-01,,19070,
4140,4140,19,0,"Candies, bars / chips, carob","Bonbons, tablettes / grains (pépites), caroube",1994-01-01,,19071,
4141,4141,19,30,"Dessert, frozen, pudding pop, chocolate","Dessert, congelé, pop au pouding, chocolat",1994-01-01,,,
4142,4142,19,30,"Dessert, frozen, pudding pop, vanilla","Dessert. congelé, pop au pouding, vanille",1994-01-01,,,
4143,4143,19,0,"Candies, caramel","Bonbons, caramel",1994-01-01,,19074,
4145,4145,19,0,"Candies, caramels, chocolate flavour roll","Bonbons, carqamels, rouleau à saveur de chocolat",1994-01-01,,19076,
4146,4146,19,0,"Sweets, baking chocolate, unsweetened, liquid","Confiserie, chocolat amer, à cuire, liquide",1994-01-01,,19077,
4147,4147,19,0,"Sweets, baking chocolate, unsweetened, square","Confiseries, chocolat amer, à cuire, carré",1994-01-01,,19078,
4148,4148,19,0,"Candies, bars / chips, semisweet chocolate","Bonbons, carrés / grains, chocolat mi-sucré",1995-01-01,,19080,
4149,4149,19,0,"Candies, bars, sweet chocolate","Bonbons, tablettes, chocolat sucré",1994-01-01,,19081,
4151,4151,19,0,"Candies, fondant, sweet chocolate coated","Bonbons, fondant, enrobage de chocolat sucré",1995-01-01,,19083,
4152,4152,19,0,"Candies, Golden Almond Solitaires, chocolate with almonds","Bonbons, Golden Almond Solitaires, chocolat avec amandes",1995-01-01,,19084,
4153,4153,19,0,"Sweets, confectioner's coating / chips, butterscotch","Confiserie, garniture /brisures, caramel écossais",1994-01-01,,19085,
4154,4154,19,0,"Sweets, confectioner's coating or chips, peanut butter","Confiserie, garniture / brisures, beurre d'arachides",1994-01-01,,19086,
4155,4155,19,0,"Sweets, confectioner's coating / chips, white chocolate","Confiserie, garniture / grains, chocolat blanc",1994-01-01,,19087,
4156,4156,19,0,"Dessert, frozen, ice cream, light, vanilla","Dessert, congelé, crème glacée, légère, vanille",1994-01-01,,19088,
4157,4157,19,0,"Dessert, frozen, ice cream, vanilla, rich, 16% M.F.","Dessert, congelé, crème glacée, vanille, riche, 16% M.G.",1994-01-01,,19089,
4158,4158,19,0,"Dessert, frozen, ice cream, French vanilla, soft serve","Dessert, congelé, crème glacée, vanille française, molle",1994-01-01,,19090,
4159,4159,19,0,"Candies, peppermint, chocolate coated, mint taste","Bonbons, à la menthe, enrobage de chocolat, saveur de menthe",1995-01-01,,19091,
4161,4161,19,0,"Candies, bars, Symphony","Bonbons, tablettes, Symphony",1995-01-01,,19093,
4163,4163,19,0,"Dessert, frozen, ice cream, vanilla, 11% M.F.","Dessert, congelé, crème glacée, vanille, 11% M.G.",1994-01-01,,19095,
4164,4164,19,0,"Dessert, frozen, ice cream, low fat, vanilla, soft serve","Dessert, congelé, crème glacée, pauvre en gras, vanille, molle",1994-01-01,,19096,
4165,4165,19,0,"Dessert, frozen, sherbet, orange","Dessert, congelé, sorbet, orange",1994-01-01,,19097,
4166,4166,19,0,"Candies, bars, 5th Avenue","Bonbons, tablettes, 5th Avenue",1994-01-01,,19098,
4167,4167,19,0,"Candies, fondant, homemade","Bonbons, fondant, fait maison",1994-01-01,,19099,
4168,4168,19,0,"Candies, fudge, chocolate, homemade","Bonbons, fudge, chocolat, fait maison",1994-01-01,,19100,
4169,4169,19,0,"Candies, fudge, chocolate with nuts, homemade","Bonbons, fudge, chocolat avec noix, fait maison",1994-01-01,,19101,
4171,4171,19,0,"Candies, fudge, vanilla, homemade","Bonbons, fudge, vanille, fait maison",1994-01-01,,19103,
4172,4172,19,0,"Candies, fudge, vanilla, with nuts, homemade","Bonbons, fudge, vanille avec noix, fait maison",1994-01-01,,19104,
4173,4173,19,0,"Candies, goobers, chocolate covered peanuts","Bonbons, goobers, arachides, enrobage de chocolat",1995-01-01,,19105,
4174,4174,19,0,"Candies, gumdrops (jujubes)","Bonbons, jujubes",1994-01-01,,19106,
4175,4175,19,0,"Candies, hard","Bonbons, durs (sucre d'orge)",1994-01-01,,19107,
4176,4176,19,0,"Candies, jellybeans","Bonbons, fèves à la gelée (jellybean)",1994-01-01,,19108,
4177,4177,19,0,"Candies, bars, Kit Kat wafer bar","Bonbons, tablettes, Kit Kat",1995-01-01,,19109,
4178,4178,19,0,"Candies, bars, Krackel","Bonbons, tablettes, Krackel",1995-01-01,,19110,
4179,4179,19,0,"Candies, bars, Baby Ruth","Bonbons, tablettes, Baby Ruth",1994-01-01,,19111,
4180,4180,19,0,"Candies, Twizzlers (licorice), strawberry","Bonbons, Twizzlers (réglisse), fraises",1994-01-01,,19112,
4181,4181,19,0,"Sweets, syrup, table blend, pancake with butter","Confiseries, sirop de table, crêpe avec beurre",1994-01-01,,19113,
4182,4182,19,0,"Candies, bars, Mars almond","Bonbons, tablettes, Mars avec amandes",1994-01-01,,19115,
4183,4183,19,0,"Candies, marshmallow","Bonbons, guimauve",1994-01-01,,19116,
4184,4184,19,0,"Candies, bars, Oh Henry!","Bonbons, tablettes, Oh Henry!",1994-01-01,,19118,
4185,4185,19,0,"Candies, bars, Chunky","Bonbons, tablettes, Chunky",1995-01-01,,19119,
4186,4186,19,0,"Candies, bars / chips, milk chocolate, plain","Bonbons, tablettes / grains (pépites), chocolat au lait, nature",1995-01-01,,19120,
4187,4187,19,0,"Dessert, pudding, banana, dry mix, instant, prepared with 2% milk","Dessert, pouding, banane, mélange sec, instantané, préparé avec lait 2%",1992-01-01,,19121,
4188,4188,19,0,"Dessert, pudding, banana, dry mix, regular, prepared with 2% milk","Dessert, pouding, banane, mélange sec, régulier, préparé avec lait 2%",1994-01-01,,19122,
4189,4189,19,0,"Dessert, pudding, chocolate, dry mix, instant, prepared with 2% milk","Dessert, pouding, chocolat, mélange sec, instantané, préparé avec lait 2%",1994-01-01,,19123,
4190,4190,19,0,"Candies, milk chocolate coated peanuts","Bonbons, arachides, enrobage de chocolat au lait",1994-01-01,,19126,
4191,4191,19,0,"Candies, milk chocolate coated raisins","Bonbons, raisins secs, enrobage de chocolat au lait",1994-01-01,,19127,
4192,4192,19,0,"Sweets, syrup, table blend, pancake, calorie-reduced","Confiseries, sirop de table, crêpe, réduit en Calories",1994-01-01,,19128,
4193,4193,19,0,"Sweets, syrup, table blend, pancake","Confiseries, sirop de table, crêpe",1994-01-01,,19129,
4194,4194,19,0,"Candies, bars, Golden Almond","Bonbons, tablettes, Golden Almond",1995-01-01,,19130,
4195,4195,19,0,"Candies, bars, Hershey's Milk Chocolate with almonds","Bonbons, tablettes, Hershey's Chocolat au Lait avec amandes",1994-01-01,,19132,
4196,4196,19,0,"Candies, bars, milk chocolate with rice cereal","Bonbons, tablettes, chocolat au lait avec céréale de riz",1994-01-01,,19134,
4197,4197,19,0,"Candies, bars, Mars","Bonbons, tablettes, Mars",1995-01-01,,19135,
4198,4198,19,0,"Candies, bars, Skor","Bonbons, tablettes, Skor",1994-01-01,,19136,
4199,4199,19,0,"Sweets, topping, strawberry","Confiseries,garniture, fraise",1994-01-01,,19137,
4201,4201,19,0,"Candies, M&M's peanut chocolate candies","Bonbons, M&M's bonbons au chocolat et arachides",1994-01-01,,19140,
4202,4202,19,0,"Candies, M&M's, plain chocolate candies","Bonbons, M&M's, bonbons au chocolat, nature",1994-01-01,,19141,
4203,4203,19,0,"Candies, bars, Mounds","Bonbons, tablettes, Mounds",1995-01-01,,19142,
4204,4204,19,0,"Candies, bars, Mr Goodbar","Bonbons, tablettes, Mr Goodbar",1995-01-01,,19143,
4205,4205,19,0,"Candies, bars, 100 Grand","Bonbons, tablettes, 100 Grand",1995-01-01,,19144,
4206,4206,19,0,"Candies, bars, Nestle Crunch","Bonbons, tablettes, Nestle Crunch",1994-01-01,,19145,
4207,4207,19,0,"Candies, bars, peanut","Bonbons, tablettes, arachides",1994-01-01,,19147,
4208,4208,19,0,"Candies, peanut brittle, homemade","Bonbons, croquant aux arachides, fait maison",1994-01-01,,19148,
4209,4209,19,0,"Candies, Reese's peanut butter cups","Bonbons, Reese's moules au beurre d'arachides",1995-01-01,,19150,
4210,4210,19,0,"Candies, Reese's Pieces","Bonbons, Reese's Pieces",1994-01-01,,19151,
4211,4211,19,0,"Candies, Rolo Caramels in milk chocolate","Bonbons, Rolo Caramels, enrobés de chocolat au lait",1994-01-01,,19152,
4212,4212,19,0,"Candies, After Eight, chocolate mints","Bonbons, After Eight, mini-menthes enrobées de chocolat",1994-01-01,,19153,
4213,4213,19,0,"Candies, sesame crunch (crisp)","Bonbons, croquant aux graines de sesame",1994-01-01,,19154,
4214,4214,19,0,"Candies, bars, Snickers","Bonbons, tablettes, Snickers",1995-01-01,,19155,
4215,4215,19,0,"Candies, Starburst fruit chews","Bonbons, Starburst bouchées de fruits",1994-01-01,,19156,
4217,4217,19,0,"Candies, bars, 3 Musketeers","Bonbons, tablettes, 3 Musketeers",1994-01-01,,19159,
4218,4218,19,0,"Candies, bars, Twix, caramel cookie","Bonbons, tablettes, Twix, biscuits au caramel",1995-01-01,,19160,
4219,4219,19,0,"Candies, bars, Twix peanut butter cookie","Bonbons, tablettes, Twix, biscuits au beurre d'arachides",1994-01-01,,19161,
4220,4220,19,0,"Candies, bars, Whatchamacallit","Candies, taglettes, Whatchamacallit",1995-01-01,,19162,
4221,4221,19,0,"Candies, chewing gum","Bonbons, gomme à mâcher",1994-01-01,,19163,
4222,4222,19,0,"Candies, bars, Special Dark","Bonbons, tablettes, Special Dark",1994-01-01,,19164,
4223,4223,19,0,"Sweets, cocoa, powder, unsweetened","Confiseries, cacao, poudre, non sucré",1994-01-01,,19165,
4224,4224,19,0,"Sweets, cocoa, powder, unsweetened, dutch process","Confiseries, cacao, poudre, non sucré, procédé néerlandais",1994-01-01,,19166,
4227,4227,19,0,"Dessert, egg custard, dry mix, unprepared","Dessert, flan aux oeufs, mélange sec, non préparé",1994-01-01,,19169,
4228,4228,19,0,"Dessert, egg custard, dry mix prepared with whole milk","Dessert, flan aux oeufs, mélange sec, préparé avec lait entier",1994-01-01,,19170,
4229,4229,19,0,"Dessert, gelatin, dry mix, unprepared","Dessert, gélatine, mélange sec, non préparé",1994-01-01,,19172,
4230,4230,19,0,"Dessert, gelatin dry mix, prepared with water","Dessert, gélatine, mélange sec, préparé avec eau",1994-01-01,,19173,
4232,4232,19,0,"Dessert, gelatin, dry mix, calorie-reduced, with aspartame, unprepared","Dessert, gélatine, mélange sec, réduit en Calories, avec aspartame, non préparé",1994-01-01,,19175,
4233,4233,19,0,"Dessert, gelatin, dry mix, calorie-reduced, with aspartame, prepared with water","Dessert, gélatine, mélange sec, réduit en Calories, avec aspartame, préparé avec eau",1994-01-01,,19176,
4234,4234,19,0,"Sweets, gelatin, dry powder, unsweetened","Confiseries, gélatine, poudre, non sucré",1994-01-01,,19177,
4237,4237,19,0,"Dessert, pudding, chocolate, ready-to-eat","Dessert, pouding, chocolat, prêt-à-manger",1994-01-01,,19183,
4238,4238,19,0,"Dessert, pudding, chocolate, dry mix, instant, unprepared","Dessert, pouding, chocolat, mélange sec, instantané, non préparé",1994-01-01,,19184,
4241,4241,19,0,"Dessert, flan, caramel custard, dry mix, unprepared","Dessert, flan au caramel, mélange sec, non préparé",1994-01-01,,19187,
4242,4242,19,0,"Dessert, pudding, chocolate, dry mix, regular, unprepared","Dessert, pouding, chocolat, mélange sec, régulier, non préparé",1994-01-01,,19188,
4243,4243,19,0,"Dessert, pudding, chocolate, dry mix, regular, prepared with whole milk","Dessert, pouding, chocolat, mélange sec, régulier, préparé avec lait entier",1994-01-01,,19189,
4244,4244,19,0,"Dessert, pudding, chocolate, dry mix, regular, prepared with 2% milk","Dessert, pouding, chocolat, mélange sec, régulier, préparé avec lait 2%",1994-01-01,,19190,
4245,4245,19,0,"Dessert, pudding, coconut, dry mix, instant, prepared with 2% milk","Dessert, pouding, noix de coco, mélange sec, instantané, préparé avec lait 2%",1994-01-01,,19191,
4247,4247,19,0,"Dessert, pudding, rice, ready to eat","Dessert, pouding, riz, prêt-à-manger",1994-01-01,,19193,
4248,4248,19,0,"Dessert, pudding, rice, dry mix, unprepared","Dessert, pouding, riz, mélange sec, non préparé",1994-01-01,,19194,
4249,4249,19,0,"Dessert, pudding, rice, dry mix, prepared with whole milk","Dessert, pouding, riz, mélange sec, préparé avec lait entier",1994-01-01,,19195,
4251,4251,19,0,"Dessert, pudding, tapioca, dry mix, unprepared","Dessert, pouding, tapioca, mélange sec, non préparé",1994-01-01,,19198,
4252,4252,19,0,"Dessert, pudding, tapioca, dry mix, prepared with whole milk","Dessert, pouding, tapioca, mélange sec, préparé avec lait entier",1994-01-01,,19199,
4254,4254,19,0,"Dessert, pudding, vanilla, ready to eat","Dessert, pouding, vanille, prêt-à-manger",1994-01-01,,19201,
4255,4255,19,0,"Dessert, pudding, vanilla, dry mix, instant, unprepared","Dessert, pouding, vanille, mélange sec, instantané, non préparé",1994-01-01,,19202,
4257,4257,19,0,"Dessert, pudding, lemon, dry mix, instant, prepared with 2% milk","Dessert, pouding, citron, mélange sec, instantané, préparé avec lait 2%",1995-01-01,,19204,
4258,4258,19,0,"Dessert, egg custard, dry mix, prepared with 2% milk","Dessert, flan aux oeufs, mélange sec, préparé avec lait 2%",1994-01-01,,19205,
4259,4259,19,0,"Dessert, pudding, vanilla, dry mix, regular, unprepared","Dessert, pouding, vanille, mélange sec, régulier, non préparé",1994-01-01,,19206,
4260,4260,19,0,"Dessert, pudding, vanilla, dry mix, regular, prepared with whole milk","Dessert, pouding, vanille, mélange sec, régulier, préparé avec lait entier",1994-01-01,,19207,
4261,4261,19,0,"Dessert, pudding, rice, dry mix, prepared with 2% milk","Dessert, pouding, riz, mélange sec, préparé avec lait 2%",1994-01-01,,19208,
4262,4262,19,0,"Dessert, pudding, tapioca, dry mix, prepared with 2% milk","Dessert, pouding, tapioca, mélange sec, préparé avec lait 2%",1994-01-01,,19209,
4264,4264,19,32,"Dessert, pudding, vanilla, dry mix, instant, prepared with 2% milk","Dessert, pouding, vanille, mélange sec, instantané, préparé avec lait 2%",1994-01-01,,19211,
4265,4265,19,0,"Dessert, pudding, vanilla, dry mix, regular, prepared with 2% milk","Dessert, pouding, vanille, mélange sec, régulier, préparé avec lait 2%",1994-01-01,,19212,
4266,4266,19,0,"Dessert, rennin, chocolate, dry mix, made with 2% milk","Dessert, rennine (présure), chocolat, mélange sec, préparé avec lait 2%",1994-01-01,,19213,
4267,4267,19,0,"Dessert, rennin, vanilla, dry mix, prepared with 2% milk","Dessert, rennine (présure), vanille, mélange sec, préparé avec lait 2%",1994-01-01,,19214,
4268,4268,19,30,"Dessert, frozen, gelatin pop","Dessert, congelé, pop à la gélatine",1994-01-01,,19215,
4270,4270,19,0,"Dessert, frozen, ices, water, fruit, with aspartame","Dessert, congelé, glace à l'eau, fruits, avec aspartame",1994-01-01,,19217,
4271,4271,19,0,"Dessert, pudding, tapioca, ready-to-eat","Dessert, pouding, tapioca, prêt-à-manger",1994-01-01,,19218,
4272,4272,19,0,"Dessert, pudding, coconut, dry mix, regular, prepared with 2% milk","Dessert, pouding, noix de coco, mélange sec, régulier, préparé avec lait 2%",1994-01-01,,19219,
4273,4273,19,0,"Dessert, rennin, chocolate, dry mix, unprepared","Dessert, rennine (présure), chocolat, mélange sec, non préparé",1994-01-01,,19220,
4274,4274,19,0,"Dessert, rennin, chocolate, dry mix, prepared with whole milk","Dessert, rennine, (présure), chocolat, mélange sec, préparé avec lait entier",1994-01-01,,19221,
4275,4275,19,0,"Dessert, rennin, vanilla, dry mix, unprepared","Dessert, rennine (présure), vanille, mélange sec, non préparé",1994-01-01,,19222,
4276,4276,19,0,"Dessert, rennin, vanilla, dry mix, prepared with whole milk","Dessert, rennine, (présure), vanille, mélange sec, préparé avec lait entier",1994-01-01,,19223,
4278,4278,19,0,"Dessert, rennin, tablets, unsweetened","Dessert, rennine (présure), comprimés, non sucrés",1994-01-01,,19225,
4279,4279,19,0,"Dessert, flan, caramel custard, dry mix, prepared with 2% milk","Dessert, flan au caramel, mélange sec, préparé avec lait 2%",1994-01-01,,19231,
