FoodID,MeasureID,ConversionFactorValue,ConvFactorDateOfEntry
4155,1427,0.89814,2003-11-07
4155,1428,1.79628,2003-11-07
4155,1454,0.30000,2004-08-25
4156,341,0.61708,2003-11-07
4156,383,0.77134,2003-11-07
4156,415,1.54269,2003-11-07
4157,341,0.90448,2003-11-07
4157,383,1.13060,2003-11-07
4157,415,2.26120,2003-11-07
4158,341,0.72697,1997-05-01
4158,383,0.90871,2003-11-07
4158,415,1.81740,2003-11-07
4159,183,0.43000,2003-11-07
4159,553,0.14000,1997-05-01
4159,1456,0.40000,2004-08-25
4161,700,0.68000,1997-10-08
4161,701,0.40000,1997-10-08
4161,1456,0.40000,2004-08-25
4163,341,0.55790,2008-07-03
4163,383,0.69740,2008-07-03
4163,415,1.39480,2008-07-03
4164,341,0.74387,1997-05-01
4164,383,0.92984,2003-11-07
4164,415,1.85968,2003-11-07
4165,341,0.62552,2001-04-25
4165,383,0.78191,2003-11-07
4165,415,1.56382,2003-11-07
4165,641,0.46914,2004-08-25
4166,12,0.56000,2003-11-07
4166,559,0.16000,2003-11-07
4166,1456,0.40000,2004-08-25
4167,196,0.16000,1997-05-01
4167,1456,0.40000,2004-08-25
4168,196,0.17000,1997-05-01
4168,1456,0.40000,2004-08-25
4169,196,0.22000,2003-11-21
4169,1456,0.40000,2004-08-25
4171,196,0.22000,2003-11-21
4171,1456,0.40000,2004-08-25
4172,196,0.22000,2003-11-21
4172,1456,0.40000,2004-08-25
4173,336,0.40000,1997-05-01
4173,341,0.69315,2003-11-07
4173,383,0.86644,2003-11-07
4173,415,1.73288,2003-11-07
4173,1456,0.40000,2004-08-25
4174,341,0.76923,1997-05-01
4174,383,0.96154,2003-11-21
4174,598,0.36000,2003-11-21
4174,1444,0.74000,2003-11-25
4174,1445,0.50000,2003-11-25
4174,1446,0.22000,2003-11-25
4174,1447,0.63000,2003-11-25
4174,1456,0.40000,2004-08-25
4175,160,0.06000,1997-05-01
4175,553,0.03000,2003-11-07
4175,1467,0.15000,2004-08-25
4176,341,0.98901,2003-11-21
4176,383,1.23626,2003-11-21
4176,599,0.28000,2003-11-07
4176,1430,0.11000,2003-11-07
4176,1456,0.40000,2004-08-25
4177,12,0.42000,2003-11-07
4177,559,0.10000,2003-11-07
4177,1456,0.40000,2004-08-25
4178,12,0.56000,2003-11-07
4178,23,0.12333,2003-11-07
4178,1456,0.40000,2004-08-25
4179,12,0.60000,1997-05-01
4179,559,0.14000,1997-05-01
4179,1456,0.40000,2004-08-25
4180,174,0.71000,2003-11-07
4180,1456,0.40000,2004-08-25
4180,1661,0.12600,2007-05-31
4180,1670,0.37800,2007-06-22
4181,341,1.33136,1999-06-14
4181,383,1.66420,2003-11-07
4181,385,0.20270,2003-11-07
4181,415,3.32840,2003-11-07
4181,428,0.40540,2004-08-25
4182,12,0.50000,1997-05-01
4182,1456,0.40000,2004-08-25
4183,359,0.21133,2001-04-25
4183,383,0.26416,2003-11-07
4183,415,0.52832,2003-11-07
4183,535,0.07200,1997-05-01
4183,1456,0.40000,2004-08-25
4184,1443,0.62500,2003-11-21
4184,1456,0.40000,2005-02-11
4185,12,0.40000,1997-05-01
4185,1456,0.40000,2004-08-25
4186,12,0.44000,2014-02-12
4186,342,0.71006,1997-05-01
4186,1427,0.88757,2003-11-21
4186,1428,1.77515,2003-11-21
4186,1456,0.40000,2004-08-25
4186,502528,0.07000,2014-02-12
4187,341,1.11590,2008-07-03
4187,383,1.39480,2008-07-03
4187,415,2.78970,2008-07-03
4188,341,1.18343,1997-05-01
4188,383,1.47929,2003-11-21
4188,415,2.95858,2003-11-21
4189,341,1.24260,1999-09-28
4189,383,1.55325,2003-11-21
4189,415,3.11708,2003-11-21
4190,336,0.40000,1997-05-01
4190,341,0.62975,1997-05-01
4190,383,0.78719,2003-11-10
4190,415,1.57439,2003-11-10
4190,1456,0.40000,2004-08-25
4191,336,0.10000,1997-05-01
4191,341,0.76078,2001-04-25
4191,383,0.95097,2003-11-10
4191,415,1.90194,2003-11-10
4191,1456,0.40000,2004-08-25
4192,341,1.01437,2003-11-10
4192,383,1.26796,2003-11-10
4192,385,0.15216,2003-11-10
4192,415,2.53593,2003-11-10
4192,428,0.30432,2004-08-25
4192,439,0.05072,2003-11-10
4193,341,1.32713,1999-06-14
4193,383,1.66420,2003-11-10
4193,385,0.19907,2003-11-10
4193,415,3.31784,2003-11-10
4193,428,0.39814,2004-08-25
4193,439,0.06636,2003-11-10
4194,12,0.78000,2003-11-10
4194,1456,0.40000,2004-08-25
4195,12,0.43000,2003-11-21
4195,1456,0.40000,2004-08-25
4196,12,0.37000,1997-05-01
4196,1456,0.40000,2004-08-25
4197,12,0.58000,2003-11-21
4197,559,0.13000,2003-11-21
4197,1456,0.40000,2004-08-25
4198,12,0.39000,2003-11-21
4198,1456,0.40000,2004-08-25
4199,341,1.43700,2002-04-18
4199,383,1.79630,2003-11-10
4199,385,0.21560,2003-11-10
4199,415,3.59260,2003-11-10
4199,428,0.43120,2007-06-22
4199,439,0.07190,2003-11-10
4199,1454,0.30000,2004-08-25
4201,336,0.20000,2002-08-07
4201,341,0.71851,1997-05-01
4201,383,0.89810,2003-11-10
4201,415,1.79630,2003-11-10
4201,1456,0.40000,2004-08-25
4202,336,0.07000,1997-05-01
4202,341,0.87917,2014-02-12
4202,383,1.09896,2014-02-12
4202,415,2.19791,2014-02-12
4202,1456,0.40000,2004-08-25
4203,174,0.53000,2003-11-21
4203,1456,0.40000,2004-08-25
4204,12,0.50000,1997-05-01
4204,1456,0.40000,2004-08-25
4205,12,0.43000,1997-05-01
4205,1456,0.40000,2004-08-25
4206,12,0.40000,1997-05-01
4206,1456,0.40000,2004-08-25
4207,12,0.40000,1997-05-01
4207,1456,0.40000,2004-08-25
4208,341,0.62130,1997-05-01
4208,383,0.77663,2003-11-21
4208,1456,0.40000,2004-08-25
4209,196,0.17000,2003-11-10
4209,402,0.45000,1997-05-01
4209,639,0.42000,1997-05-01
4209,1456,0.40000,2004-08-25
4209,1670,0.51000,2007-06-22
4210,336,0.08000,1997-05-01
4210,341,0.79459,2003-11-10
4210,383,0.99324,2003-11-10
4210,415,1.98648,2003-11-10
4210,1456,0.40000,2004-08-25
4211,12,0.52000,2007-05-31
4211,196,0.05200,2007-05-31
4211,1456,0.40000,2004-08-25
4212,196,0.08200,2003-11-10
4212,402,0.16400,2007-06-22
4212,1456,0.40000,2004-08-25
4213,174,0.35000,2003-12-23
4213,196,0.01750,2003-11-19
4213,224,0.08750,2003-11-19
4213,412,0.35000,1997-05-01
4213,1456,0.40000,2004-08-25
4214,12,0.57000,2003-11-21
4214,1456,0.40000,2004-08-25
4215,174,0.59000,2003-11-21
4215,196,0.05000,2003-11-10
4215,1456,0.40000,2004-08-25
4217,559,0.17000,2003-11-21
4217,693,0.60000,1997-05-01
4217,1456,0.40000,2004-08-25
4218,400,0.58000,2004-02-04
4218,1456,0.40000,2004-08-25
4219,174,0.49000,1997-05-01
4219,1456,0.40000,2004-08-25
4220,12,0.48000,2003-11-21
4220,1456,0.40000,2004-08-25
4221,23,0.08000,1997-05-01
4221,284,0.03000,1997-05-01
4221,1597,0.03000,2005-02-11
4222,12,0.73000,2003-11-21
4222,1456,0.40000,2004-08-25
4223,341,0.36348,2003-11-12
4223,383,0.45435,2003-11-12
4223,385,0.05436,2003-11-12
4223,415,0.90871,2003-11-12
4223,1590,0.05000,2004-08-25
4224,341,0.36348,1997-05-01
4224,383,0.45435,2003-11-12
4224,385,0.05436,2003-11-12
4224,415,0.90871,2003-11-12
4224,1590,0.05000,2004-08-25
4228,341,1.03130,2008-07-04
4228,383,1.28920,2008-07-04
4228,415,2.57830,2008-07-04
4229,174,0.85000,1997-05-01
4229,385,0.12162,1997-05-01
4230,341,1.14117,1999-09-28
4230,383,1.42646,2003-11-12
4230,415,2.85292,2003-11-12
4232,383,0.76000,2005-02-11
4232,385,0.09122,1997-05-01
4233,341,0.98901,1999-09-28
4233,383,1.23626,2003-11-12
4233,415,2.47253,2003-11-12
4234,95,0.07000,1997-05-01
4237,222,1.42000,1997-05-01
4237,383,1.23740,2004-08-26
4237,559,1.13000,2003-11-12
4237,1667,0.99000,2007-06-15
4243,341,1.20034,1999-09-28
4243,383,1.50042,2003-11-12
4243,415,3.00085,2003-11-12
4244,341,1.20034,1999-09-28
4244,383,1.50042,2003-11-12
4244,415,3.00085,2003-11-12
4245,341,1.24260,1999-09-28
4245,383,1.55325,2003-11-12
4245,415,3.10651,2003-11-12
4247,222,1.42000,1997-05-01
4247,383,1.41250,2004-08-26
4247,1667,0.99000,2007-06-15
4249,341,1.08205,2014-09-12
4249,383,1.35256,2014-09-12
4249,415,2.70512,2014-09-12
4252,341,1.19189,1999-09-28
4252,383,1.48986,2003-11-18
4252,415,2.97971,2003-11-18
4254,383,1.19400,2004-08-26
4254,559,1.13000,2003-11-18
4254,1667,0.99000,2007-06-15
4257,341,1.24260,1999-09-28
4257,383,1.55325,2003-11-18
4257,415,3.11708,2003-11-18
4258,341,1.12426,1999-09-28
4258,383,1.40533,2003-11-18
4258,415,2.81065,2003-11-18
4260,341,1.18343,1999-09-28
4260,383,1.47929,2003-11-18
4260,415,2.95858,2003-11-18
4261,341,1.08205,2014-09-12
4261,383,1.35256,2014-09-12
4261,415,2.70512,2014-09-12
4262,341,1.19189,1999-09-28
4262,383,1.48986,2003-11-20
4262,415,2.97971,2003-11-20
4264,341,1.20034,1999-09-28
4264,383,1.50042,2003-11-20
4264,415,3.00085,2003-11-20
4265,341,1.18343,1999-09-28
4265,383,1.47929,2003-11-20
4265,415,2.95858,2003-11-20
4266,341,1.14962,1999-09-28
4266,383,1.43702,2003-11-20
4266,415,2.87405,2003-11-20
4267,341,1.12426,1999-09-28
4267,383,1.40533,2003-11-20
4267,415,2.81065,2003-11-20
4268,213,0.75000,1997-05-01
4270,12,0.51000,1997-05-01
4270,641,0.81160,2005-02-11
4271,222,1.42000,1997-05-01
4271,383,1.23750,2004-08-26
4271,1667,0.99000,2007-06-15
4272,341,1.18343,1999-09-28
4272,383,1.47929,2003-11-18
4272,415,2.95858,2003-11-18
4273,385,0.09122,1997-05-01
4274,341,1.14962,2003-11-18
4274,383,1.43702,2003-11-18
4274,415,2.87405,2003-11-18
4275,385,0.10946,1997-05-01
4276,341,1.12426,1999-09-28
4276,383,1.43702,2003-11-18
4276,415,2.87405,2003-11-18
4278,294,0.09900,2003-11-18
4278,1547,0.00600,2004-08-26
4279,341,1.12426,1999-09-28
4279,383,1.40533,2003-11-18
4279,415,2.81065,2003-11-18
4280,341,1.12426,1999-09-28
4280,383,1.40533,2003-11-18
4280,415,2.81065,2003-11-18
4281,1598,0.31530,2004-08-26
4282,341,1.11584,2014-04-25
4282,383,1.39481,2014-04-24
4282,385,0.16738,2014-04-24
4282,428,0.33475,2014-04-24
4282,1599,0.39055,2014-04-24
4285,1598,0.31530,2004-08-26
4286,1599,0.47190,2005-02-11
4287,13,0.77000,2003-11-18
4288,341,0.55790,1997-05-01
4288,383,0.69738,2003-11-18
4288,415,1.39476,2003-11-18
4289,341,0.55790,1997-05-01
4289,383,0.69738,2003-11-18
4289,415,1.39476,2003-11-18
4290,341,0.83686,2003-11-18
4290,383,1.04607,2003-11-18
4290,415,2.09214,2003-11-18
4290,641,0.62765,2004-08-26
4291,213,0.75000,1997-05-01
4292,341,0.60862,1997-05-01
4292,383,0.76078,2003-11-18
4292,415,1.52156,2003-11-18
4293,341,1.14966,2014-02-17
4293,385,0.17878,2003-11-21
4293,428,0.34490,2014-02-17
4293,640,0.68980,2014-02-17
4294,341,1.43243,2004-01-26
4294,385,0.21486,2004-01-26
4294,439,0.07162,2007-06-22
4294,1494,0.20000,2004-08-26
4295,341,1.35135,2008-07-07
4295,385,0.20134,2003-11-19
4296,341,1.41890,2008-07-07
4296,385,0.21141,2003-11-19
4297,1456,0.40000,2004-08-26
4298,341,1.35245,2014-02-17
4298,385,0.20888,2014-02-17
4298,428,0.40576,2014-02-17
4299,341,1.42434,2003-11-19
4299,383,1.78043,2003-11-19
4299,385,0.21223,2003-11-19
4299,415,3.56086,2003-11-19
4300,341,1.38631,1999-06-14
4300,383,1.73288,2003-11-19
4300,385,0.20795,2003-11-19
4300,415,3.46577,2003-11-19
4301,1547,0.00600,2004-08-26
4303,383,1.39383,2010-02-03
4303,641,0.83690,2005-02-11
4304,341,1.11600,2008-04-09
4304,428,0.33480,2008-04-09
4304,641,0.83690,2008-04-09
4306,341,1.24260,1999-09-28
4306,383,1.55325,2003-11-19
4306,415,3.11708,2003-11-19
4308,341,1.18343,1999-09-28
4308,383,1.47929,2003-11-19
4308,415,2.95858,2003-11-19
4310,341,1.24260,1999-09-28
4310,383,1.55325,2003-11-19
4310,415,3.11708,2003-11-19
4312,341,1.18343,1999-09-28
4312,383,1.47929,2003-11-19
4312,415,2.95858,2003-11-19
4314,341,1.24260,1999-09-28
4314,383,1.55325,2003-11-19
4314,415,3.11708,2003-11-19
4316,383,1.37890,2005-02-11
4317,362,0.92984,1997-05-01
4317,376,0.61285,1997-05-01
4317,439,0.04649,2007-06-22
4317,974,0.76606,2003-11-19
4317,983,1.53212,2003-11-19
4317,1129,1.16230,2003-11-19
4317,1130,2.32600,2003-11-19
4317,1481,0.04000,2004-08-26
4318,341,0.84531,1997-05-01
4318,383,1.05664,2003-11-19
4318,385,0.12680,2003-11-19
4318,415,2.11327,2003-11-19
4318,439,0.04227,2003-11-19
4318,1481,0.04000,2004-08-26
4319,370,0.42265,1997-05-01
4319,377,0.50719,1997-05-01
4319,439,0.02509,2007-06-22
4319,988,1.05664,2003-11-19
4319,1340,1.26796,2003-11-19
4319,1438,0.52832,2003-11-19
4319,1440,0.63398,2003-11-19
4319,1481,0.04000,2004-08-26
4320,206,0.28000,2002-04-18
4320,385,0.09184,2003-11-19
4320,439,0.03061,2004-02-18
4320,1467,0.15000,2007-02-07
4321,341,1.28487,2001-04-25
4321,383,1.60609,2003-11-19
4321,385,0.19273,2003-11-19
4321,415,3.21217,2003-11-19
4321,428,0.38546,2004-08-26
4322,341,1.38631,2003-11-19
4322,383,1.73288,2003-11-19
4322,385,0.20795,2003-11-19
4322,415,3.46577,2003-11-19
4322,428,0.41589,2004-08-26
4323,341,1.38630,2002-04-18
4323,383,1.73288,2003-11-19
4323,385,0.20795,2003-11-19
4323,415,3.46577,2003-11-19
4323,428,0.41589,2004-08-26
4324,341,1.31020,2002-04-18
4324,383,1.63779,2003-11-19
4324,385,0.19653,2003-11-19
4324,415,3.27557,2003-11-19
4324,428,0.39306,2004-08-26
4325,341,1.40328,2014-04-30
4325,383,1.75410,2014-04-30
4325,385,0.21049,2014-04-30
4325,415,3.50821,2014-04-30
4325,428,0.42099,2014-04-30
4326,341,1.33143,2014-09-12
4326,383,1.66429,2014-09-12
4326,385,0.19970,2014-09-12
4326,415,3.32857,2014-09-12
4326,428,0.39943,2014-09-12
4327,341,1.39476,1999-06-14
4327,383,1.74345,2003-11-19
4327,385,0.20921,2003-11-19
4327,415,3.48690,2003-11-19
4327,428,0.41843,2004-08-26
4328,341,1.33136,1999-06-14
4328,383,1.66420,2003-11-19
4328,385,0.19970,2003-11-19
4328,415,3.32840,2003-11-19
4328,428,0.39941,2004-08-26
4329,341,1.33136,1999-06-14
4329,383,1.66420,2003-11-19
4329,385,0.20270,2004-02-18
4329,415,3.32840,2003-11-19
4329,428,0.39941,2004-08-26
4330,341,1.33559,1999-06-14
4330,383,1.66948,2003-11-19
4330,385,0.20034,2003-11-19
4330,415,3.33897,2003-11-19
4330,428,0.40068,2004-08-26
4331,341,1.37584,2003-11-19
4331,383,1.71980,2003-11-19
4331,385,0.20638,2003-11-19
4331,428,0.41554,1997-05-01
4331,1454,0.30000,2004-08-26
4332,1454,0.30000,2004-08-26
4333,341,1.43702,1999-06-14
4333,383,1.79628,2003-11-19
4333,385,0.21556,2003-11-19
4333,415,3.59256,2003-11-19
4333,1454,0.30000,2004-08-26
4334,341,1.38631,2003-11-19
4334,383,1.73289,2003-11-19
4334,385,0.20795,2003-11-19
4334,415,3.35241,2003-11-19
4334,1454,0.30000,2004-08-26
4335,12,0.62000,1997-05-01
4335,174,0.57000,2007-05-31
4335,336,0.10700,2002-04-18
4335,1456,0.40000,2004-08-26
4337,341,1.11574,2014-04-25
4337,383,1.39481,2014-04-24
4337,385,0.16738,2014-04-24
4337,428,0.33475,2014-04-24
4337,1599,0.39053,2014-04-25
4340,1599,0.47190,2005-02-11
4350,341,0.60862,1997-05-01
4350,383,0.76078,2003-11-19
4350,415,1.52156,2003-11-19
4351,332,0.14000,2003-08-14
4351,341,0.30431,2003-08-14
4351,383,0.38039,2003-08-14
4351,415,0.76078,2003-08-14
4351,990,0.50000,2004-08-30
4352,361,0.38462,1997-05-01
4352,383,0.48077,2003-08-14
4352,384,0.27000,2012-08-30
4352,415,0.96154,2003-08-14
4352,640,0.23077,2012-08-17
4352,685,0.18000,1997-05-01
4352,990,0.50000,2004-08-30
4354,12,0.28000,2003-08-14
4354,990,0.50000,2004-08-30
4358,284,0.20000,2003-08-14
4358,990,0.50000,2004-08-30
4359,341,0.13525,1997-05-01
4359,383,0.16906,2003-08-14
4359,415,0.33812,2003-08-14
4359,634,0.05000,1997-05-01
4359,990,0.50000,2004-08-30
4360,332,0.20000,1997-05-01
4360,341,0.10989,1997-05-01
4360,383,0.13736,2003-08-14
4360,415,0.27473,2003-08-14
4360,990,0.50000,2004-08-30
4360,1675,0.28000,2007-06-25
4361,37,1.91000,2003-08-14
4361,332,0.20000,1997-05-01
4361,341,0.10989,2003-08-14
4361,383,0.13736,2003-08-14
4361,415,0.27473,2003-08-14
4361,990,0.50000,2004-08-30
4362,28,0.09000,1997-05-01
4362,990,0.50000,2004-08-30
4362,1638,0.18000,2005-01-10
4363,28,0.09000,1997-05-01
4363,990,0.50000,2004-08-30
4363,1638,0.18000,2005-01-10
4364,341,0.15216,1997-05-01
4364,383,0.19019,2003-08-14
4364,415,0.38039,2003-08-14
4364,607,0.03000,1997-05-01
4364,990,0.50000,2004-08-30
4365,28,0.09000,1997-05-01
4365,990,0.50000,2004-08-30
4365,1638,0.18000,2005-01-10
4366,341,0.23246,1997-05-01
4366,640,0.13950,2007-08-13
4366,990,0.50000,2004-08-30
4367,28,0.11000,1997-05-01
4367,990,0.50000,2004-08-30
4367,1638,0.22000,2007-01-30
4369,480,0.01800,2014-11-05
4369,990,0.50000,2004-08-30
4369,1333,0.13209,2014-11-05
4369,1334,0.26417,2014-11-05
4369,1335,0.10560,2014-11-05
4369,1336,0.13256,2014-11-05
4369,1337,0.16907,2014-11-05
4369,1338,0.33814,2014-11-05
4371,332,0.19000,2014-11-05
4371,341,0.13526,2014-11-05
4371,383,0.16907,2014-11-05
4371,415,0.33814,2014-11-05
4371,990,0.50000,2004-08-30
4371,502471,0.38000,2014-11-05
4372,174,0.42530,1997-05-01
4372,332,0.23000,1997-05-01
4372,990,0.50000,2004-08-30
4373,342,0.71851,1997-05-01
4373,1427,0.89814,2003-11-19
4373,1428,1.79628,2003-11-19
4373,1456,0.40000,2004-08-26
4374,341,1.38635,2014-04-25
4374,385,0.20800,2014-04-23
4374,428,0.41590,2014-04-23
4374,1599,0.48520,2014-04-23
4375,341,1.18347,2014-02-13
4375,383,1.47934,2014-02-13
4375,385,0.17752,2014-02-13
4375,428,0.35504,2014-02-13
4375,1599,0.41420,2014-02-13
4376,1599,0.47190,2005-02-11
4377,1599,0.47190,2005-02-11
4378,341,1.11584,2014-02-13
4378,383,1.39481,2014-02-13
4378,385,0.16738,2014-02-13
4378,428,0.33475,2014-02-13
4378,1599,0.39055,2014-02-13
4379,341,1.35135,2008-03-27
4379,383,1.68920,2008-03-27
4379,385,0.20270,2008-03-27
4380,1456,0.40000,2004-08-26
4381,28,0.09000,1997-05-01
4381,990,0.50000,2004-08-30
4381,1638,0.18000,2007-01-30
4382,341,0.03381,1997-05-01
4382,383,0.04227,2003-08-14
4382,415,0.08453,2003-08-14
4382,990,0.50000,2004-08-30
4382,1353,0.16906,2011-08-25
4383,341,0.04649,1997-05-01
4383,383,0.05811,2003-08-14
4383,415,0.11623,2003-08-14
4383,990,0.50000,2004-08-30
4386,340,0.60000,1997-05-01
4386,607,0.05000,2008-02-08
4386,990,0.50000,2004-08-30
4386,1654,0.18000,2007-01-30
4387,28,0.09000,1997-05-01
4387,990,0.50000,2004-08-30
4387,1638,0.18000,2005-01-10
4388,28,0.09000,1997-05-01
4388,990,0.50000,2004-08-30
4388,1638,0.18000,2005-01-10
4389,28,0.09000,1997-05-01
4389,990,0.50000,2004-08-30
4389,1638,0.18000,2005-01-10
4390,28,0.09000,1997-05-01
4390,990,0.50000,2004-08-30
4390,1638,0.18000,2005-01-10
4391,990,0.50000,2004-08-30
4392,341,0.63398,1997-05-01
4392,383,0.79248,2003-08-14
4392,415,1.58495,2003-08-14
4392,640,0.38039,2003-08-14
4392,990,0.50000,2004-08-30
4393,341,0.61708,1997-05-01
4393,383,0.77134,2003-08-14
4393,415,1.54269,2003-08-14
4393,640,0.37025,2003-08-14
4393,990,0.50000,2004-08-30
4394,340,0.60000,1997-05-01
4394,607,0.05000,1997-05-01
4394,990,0.50000,2004-08-30
4394,1654,0.18000,2007-01-30
4396,341,1.09216,2004-10-26
4396,383,1.36520,2004-10-26
4396,478,0.04300,2005-02-11
4396,1454,0.30000,2004-10-26
4397,341,0.75467,1997-05-01
4397,383,0.94334,2003-11-27
4397,1454,0.30000,2004-08-26
4398,341,0.89600,1997-05-01
4398,383,1.12000,2003-11-27
4398,1454,0.30000,2004-08-26
4400,1454,0.30000,2004-08-26
4401,341,0.71733,1997-05-01
4401,383,0.89667,2003-11-27
4401,1454,0.30000,2004-08-26
4402,341,0.71733,2004-02-18
4402,383,0.89667,2004-02-18
4402,1454,0.30000,2004-08-26
4403,341,0.71733,1997-05-01
4403,383,0.89667,2003-11-27
4403,1454,0.30000,2004-08-26
4405,341,0.78933,1997-05-01
4405,383,0.98667,2003-11-27
4405,1454,0.30000,2004-08-26
4407,332,0.18000,2014-11-05
4407,990,0.50000,2004-08-30
4407,1333,0.13209,2014-11-05
4407,1334,0.26417,2014-11-05
4407,1335,0.10560,2014-11-05
4407,1336,0.13526,2014-11-05
4407,1337,0.16907,2014-11-05
4407,1338,0.33814,2014-11-05
4407,1674,0.43000,2007-06-25
4409,341,0.82418,1997-05-01
4409,415,2.06044,2003-08-14
4409,867,0.20000,2003-08-14
4409,1601,0.45000,2004-08-27
4410,341,0.54100,1997-05-01
4410,415,1.35249,2003-08-14
4410,867,0.20000,2003-08-14
4410,1454,0.30000,2012-07-13
4411,341,0.84531,1997-05-01
4411,415,2.11327,2003-08-14
4411,1339,2.11327,2003-08-14
4411,1601,0.45000,2004-08-27
4412,341,0.69315,1997-05-01
4412,415,1.73288,2003-08-14
4412,1601,0.45000,2004-08-27
4413,341,0.71006,2003-08-14
4413,383,0.88757,2003-08-14
4413,415,1.77515,2003-08-14
4413,1457,1.40000,2004-08-27
4414,341,0.59172,1997-05-01
4414,415,1.47930,2003-08-14
4414,1601,0.45000,2004-08-27
4415,341,0.70161,1997-05-01
4415,415,1.75402,2003-08-14
4415,867,0.20000,2003-08-14
4415,1601,0.45000,2004-08-27
4416,341,0.32122,1997-05-01
4416,415,0.80304,2003-08-20
4416,867,0.20000,2003-08-20
4416,1467,0.15000,2011-04-18
4417,341,0.49451,1997-05-01
4417,415,1.23626,2003-08-20
4417,867,0.20000,2003-08-20
4417,1454,0.30000,2004-08-27
4418,341,0.51564,2008-07-07
4418,415,1.28910,2008-07-07
4418,867,0.20000,2003-08-21
4418,1601,0.45000,2004-08-27
4419,341,0.54100,1997-05-01
4419,415,1.35249,2003-08-21
4419,867,0.20000,2003-08-21
4419,1573,0.10000,2004-08-27
4420,341,0.73119,2003-08-21
4420,415,1.82798,2003-08-21
4420,1601,0.45000,2004-08-27
4421,341,0.65934,1997-05-01
4421,415,1.64835,2003-08-21
4421,867,0.20000,2003-08-21
4421,1601,0.45000,2004-08-27
4422,341,0.80304,1997-05-01
4422,415,2.00761,2003-08-21
4422,1601,0.45000,2004-08-27
4423,341,0.82418,1997-05-01
4423,383,1.03022,2003-08-21
4423,415,2.06044,2003-08-21
4423,1457,1.40000,2004-08-27
4424,341,0.78191,1997-05-01
4424,415,1.95477,2003-08-21
4424,1601,0.45000,2004-08-27
4425,341,0.73542,2003-08-21
4425,383,0.91927,2003-08-21
4425,415,1.83855,2003-08-21
4425,1457,1.40000,2004-08-27
4426,341,0.68893,1997-05-01
4426,415,1.72232,2003-08-21
4426,1601,0.45000,2004-08-27
4427,341,0.85376,2000-11-07
4427,383,1.06720,2003-08-21
4427,415,2.13440,2003-08-21
4427,1457,1.40000,2004-08-27
4428,341,0.49873,2003-08-21
4428,415,1.24683,2003-08-21
4428,867,0.20000,2003-08-21
4428,1467,0.15000,2011-04-18
4429,341,0.66779,1997-05-01
4429,383,0.83460,2007-08-22
4429,415,1.66948,2003-08-21
4429,867,0.20000,2003-08-21
4429,1454,0.30000,2004-08-27
4430,341,0.43111,1997-05-01
4430,415,1.07777,2003-08-21
4430,867,0.20000,2003-08-21
4430,1454,0.30000,2004-08-27
4431,341,0.43111,1997-05-01
4431,383,0.53890,2007-08-22
4431,415,1.07777,2003-08-21
4431,867,0.20000,2003-08-21
4431,1454,0.30000,2004-08-27
4432,341,0.81150,1997-05-01
4432,415,2.02874,2003-08-21
4432,867,0.20000,2003-08-21
4432,1601,0.45000,2004-08-27
4433,341,0.64243,1997-05-01
4433,415,1.60609,2003-08-21
4433,867,0.20000,2003-08-21
4433,1601,0.45000,2004-08-27
4434,341,0.81150,1997-05-01
4434,415,2.02874,2003-08-21
4434,867,0.20000,2003-08-21
4434,1601,0.45000,2004-08-27
4435,341,0.54945,1997-05-01
4435,415,1.37363,2003-08-21
4435,867,0.20000,2003-08-21
4435,1454,0.30000,2004-08-27
4436,341,0.81150,1997-05-01
4436,415,2.02874,2003-08-21
4436,867,0.20000,2003-08-21
4436,1601,0.45000,2004-08-27
4437,341,0.81150,1997-05-01
4437,415,2.02874,2003-08-21
4437,867,0.20000,2003-08-21
4437,1601,0.45000,2004-08-27
4438,341,0.71006,1997-05-01
4438,415,1.77515,2003-08-21
4438,867,0.20000,2003-08-21
4438,1601,0.45000,2004-08-27
4439,341,0.81150,1997-05-01
4439,415,2.02874,2003-08-21
4439,867,0.20000,2003-08-21
4439,1601,0.45000,2004-08-27
4440,341,0.71006,1997-05-01
4440,415,1.77515,2003-08-22
4440,867,0.20000,2003-08-22
4440,1601,0.45000,2004-08-27
4441,341,0.81150,1997-05-01
4441,415,2.02874,2003-08-22
4441,867,0.20000,2003-08-22
4441,1601,0.45000,2004-08-27
4442,341,0.24514,2003-08-22
4442,385,0.03677,2007-06-08
4442,415,0.61285,2003-08-22
4442,428,0.07354,2003-08-22
4442,867,0.26667,2003-08-22
4442,1467,0.15000,2004-08-27
4443,341,0.48605,1997-05-01
4443,385,0.07291,2007-06-08
4443,415,1.21513,2003-08-22
4443,428,0.14582,2003-08-22
4443,867,0.26667,2003-08-22
4443,1467,0.15000,2004-08-27
4444,341,0.52832,1997-05-01
4444,415,1.32079,2003-08-22
4444,867,0.20000,2003-08-22
4444,1454,0.30000,2004-08-27
4445,341,0.57904,1997-05-01
4445,383,0.72380,2007-08-22
4445,415,1.44759,2003-08-22
4445,867,0.20000,2003-08-22
4445,1454,0.30000,2004-08-27
4446,377,0.57904,2003-08-22
4446,867,0.20000,2003-08-22
4446,1340,1.44759,2003-08-22
4446,1440,0.72380,2007-08-22
4446,1454,0.30000,2004-08-27
4447,341,0.46915,1997-05-01
4447,415,1.17287,2003-08-22
4447,867,0.20000,2003-08-22
